lat,lon,flood_heig,elevation,precipitat,distance_to_river_deg,distance_to_river_m
14.673847,121.058876,0,52.8063011169,11.0,0.001047012330394334,116.21836867377108
14.673867,121.058884,0,52.8063011169,11.0,0.001041049672211812,115.55651361551114
14.496457,121.007439,0,9.46848678589,6.0,0.0014418500372864699,160.04535413879816
14.43601,120.987564,0,22.6609630585,7.0,0.002852647366921387,316.643857728274
14.658797,121.068962,0,71.5064544678,11.0,0.0035407577550581747,393.0241108114574
14.616882,121.064957,0,51.6550140381,9.0,0.0023409497218121016,259.84541912114327
14.658864,121.068886,0,71.5064544678,11.0,0.0036363039036880315,403.6297333093715
14.608107,121.026985,0,14.7621536255,8.0,0.004231911704753795,469.7421992276712
14.432397,121.021523,0,36.5415840149,8.0,0.0041695543227046866,462.8205298202202
14.657551,121.06768,0,69.7145233154,11.0,0.0024512281697146366,272.0863268383247
14.668626,121.076752,0,75.0572967529,13.0,0.0031861778544233716,353.66574184099426
14.626,121.026611,0,28.1248760223,8.0,0.0005664125725037294,62.87179554791396
14.62723,121.026688,0,28.2777023315,8.0,0.001269623952201948,140.92825869441623
14.63078,121.034523,0,32.8475952148,8.0,0.0048079523471753335,533.682710536462
14.625938,121.030197,0,30.6413536072,8.0,0.0006912762777625543,76.73166683164352
14.679472,121.079971,0,79.2669143677,13.0,0.0049812151389027936,552.91488041821
14.65753596,121.0651474,0,66.5628967285,10.0,0.002591164128263815,287.61921823728346
14.65752039,121.0660701,0,67.5904312134,10.0,0.002595030187897641,288.04835085663814
14.65749963,121.0678082,0,69.7145233154,11.0,0.0024222598471078088,268.87084302896676
14.59546344,121.0790808,0,17.8703479767,10.0,0.0020665593230315797,229.38808485650534
14.64241836,121.1211071,0,25.0083503723,15.0,0.021525430392805717,2389.3227736014346
14.57361676,121.0765127,0,5.74423837662,10.0,0.0007117551406433186,79.00482061140836
14.57920661,121.0483482,0,36.2512741089,8.0,0.00444310121807759,493.1842352066125
14.6368596,121.050455,0,51.4034194946,9.0,0.005945167794099948,659.9136251450942
14.64677938,121.0622514,0,62.3565101624,10.0,0.004341609978606787,481.9187076253534
14.68882935,120.9720728,0,13.4195594788,9.0,0.002767533467274823,307.1962148675054
14.65221112,121.0709571,0,71.932800293,11.0,0.0005895026161066321,65.43479038783616
14.65182706,121.0703723,0,71.932800293,11.0,0.0005464654041906207,60.657659865158905
14.59085422,121.1421812,0,54.4768562317,6.0,0.04320251975630683,4795.479692950058
14.59112417,121.1424602,0,0.0,6.0,0.04342278508323833,4819.929144239455
14.59102034,121.1422322,0,54.4768562317,6.0,0.04321945467792507,4797.359469249683
14.69006176,120.9719119,0,12.7455749512,9.0,0.001668267787738464,185.1777244389695
14.65172067,121.0742776,0,71.9953613281,11.0,0.002803402042918189,311.17762676391897
14.65243688,121.0742776,0,71.9953613281,11.0,0.0028387915922849167,315.10586674362577
14.64861704,121.0689883,0,65.6942062378,11.0,0.0014804497626030838,164.3299236489423
14.64383485,121.0572306,0,57.9075469971,9.0,0.006688885911910838,742.466336222103
14.64819146,121.0694979,0,65.7300643921,11.0,0.0016357499789378905,181.56824766210585
14.74571089,121.0361448,0,64.9433135986,14.0,0.045718666488034666,5074.771980171848
14.67026839,121.0794165,0,76.9619750977,13.0,0.004726086207857836,524.5955690722197
14.65344373,121.0667594,0,67.6498794556,11.0,0.001197875247635969,132.96415248759254
14.64871528,121.0827891,0,37.3246040344,11.0,0.0034552423047292786,383.5318958249499
14.65628471,121.0289969,0,35.693271637,9.0,0.0020243743581927006,224.70555375938977
14.68501919,121.0799736,0,77.5776596069,13.0,0.0027054924069508566,300.3096571715451
